,기관명,홈페이지주소,오픈일자,오픈연도
333,국방부 국방정책실 국방교육정책관 정책홍보과,http://www.mnd.go.kr,2009-02-20,2009 연도
334,국무총리비서실,http://www.pmo.go.kr,2009-02-20,2009 연도
335,전라남도목포교육청,http://www.mpe.go.kr,2009-02-27,2009 연도
336,충청북도교육청 충청북도음성교육청,http://www.cbuse.go.kr,2009-02-27,2009 연도
337,전라남도고흥교육청,http://www.ghed.go.kr,2009-02-27,2009 연도
338,충청남도교육청 충청남도논산교육청 학무과,http://www.cnnse.go.kr,2009-02-27,2009 연도
339,전라남도광양교육청,http://www.jngyed.go.kr,2009-02-27,2009 연도
340,전라남도영광교육청,http://www.jnyged.go.kr,2009-02-27,2009 연도
341,충청남도교육청 충청남도아산교육지원청,https://www.cnased.go.kr,2009-02-27,2009 연도
342,경상북도 성주군,http://www.sj.go.kr,2009-02-27,2009 연도
343,창원도서관,http://www.changwon-lib.or.kr,2009-02-27,2009 연도
344,전라북도순창교육청,http://www.jbsce.kr,2009-02-27,2009 연도
345,전라북도전주교육청,http://afterschool.jbjje.kr,2009-02-27,2009 연도
346,전라북도전주교육청,http://www.jbjje.kr,2009-02-27,2009 연도
347,경상남도 함안군,http://www.haman.go.kr,2009-02-27,2009 연도
348,부산광역시해운대교육청,http://haeundae.pen.go.kr,2009-02-27,2009 연도
349,인천광역시 상수도사업본부,http://waterworksh.incheon.kr,2009-02-27,2009 연도
350,서울특별시교육청 서울특별시성북교육청 관리국 관리과,http://www.sensb.go.kr,2009-02-27,2009 연도
351,경상남도 김해시,http://www.gimhae.go.kr,2009-02-27,2009 연도
352,법무부 서울출입국관리사무소,http://www.hikorea.go.kr,2009-02-27,2009 연도
353,국토해양부 여수지방해양항만청 항만물류과,http://yeosu.mof.go.kr,2009-02-27,2009 연도
354,외교통상부 재외동포영사국 재외국민보호과,http://www.0404.go.kr,2009-02-27,2009 연도
355,대구광역시교육청 대구광역시교육정보원 교수학습지원부,http://www.derii.go.kr,2009-02-27,2009 연도
356,인천광역시교육청 교육국 정보직업교육과,http://www.ice.go.kr,2009-02-27,2009 연도
357,경상남도 산청군,http://www.sancheong.go.kr,2009-02-27,2009 연도
358,국토해양부 국립해양조사원 총무과,http://www.khoa.go.kr,2009-02-27,2009 연도
359,서울특별시서부교육청,http://www.sens.go.kr,2009-02-27,2009 연도
360,옥천도서관,http://www.oclib.go.kr,2009-02-27,2009 연도
361,전라남도 완도군,http://www.wando.go.kr,2009-02-27,2009 연도
362,충청남도 당진시,http://www.dangjin.go.kr,2009-02-27,2009 연도
363,기상청 기후국,http://www.climate.go.kr,2009-02-27,2009 연도
364,대전광역시 중구,http://www.djjunggu.go.kr,2009-02-27,2009 연도
365,인천중부경찰서,http://jb.icpolice.go.kr,2009-02-27,2009 연도
366,경상북도경주교육청,http://www.kbgjed.go.kr,2009-02-27,2009 연도
367,충청남도 서산시,http://www.seosan.go.kr,2009-02-27,2009 연도
368,부산광역시 서구,http://www.bsseogu.go.kr,2009-02-27,2009 연도
369,인천광역시 중구,http://www.icjg.go.kr,2009-02-27,2009 연도
370,국립문화재연구소,http://www.nrich.go.kr,2009-02-27,2009 연도
371,광주광역시 남구,http://www.namgu.gwangju.kr,2009-03-06,2009 연도
372,전라북도교육청 전라북도고창교육청,http://www.jbgce.kr,2009-03-06,2009 연도
373,경상북도교육청,http://www.gbe.kr,2009-03-06,2009 연도
374,중소기업청 기획조정관 고객정보화담당관,http://xxx.bizinfo.go.kr,2009-03-06,2009 연도
375,출입국외국인정책본부,http://www.immigration.go.kr,2009-03-06,2009 연도
376,전라북도부안교육청,http://www.jbbae.go.kr,2009-03-06,2009 연도
377,전라북도 문화체육관광국 관광산업과,http://www.gojb.net,2009-03-06,2009 연도
378,대구광역시 수성구,http://www.suseong.kr,2009-03-06,2009 연도
379,대구광역시 달서구,http://www.dalseo.daegu.kr,2009-03-06,2009 연도
380,경찰청 광주광역시지방경찰청 경무과,http://www.gjpolice.go.kr,2009-03-06,2009 연도
381,경찰청 제주특별자치도지방경찰청 경무과,http://jjpolice.go.kr,2009-03-06,2009 연도
382,충청남도 백제문화권관리사업소,http://www.bhm.or.kr,2009-03-06,2009 연도
383,대구광역시동부교육청,http://www.dgdbe.go.kr,2009-03-06,2009 연도
384,국회예산정책처,http://www.nabo.go.kr,2009-03-06,2009 연도
385,경기도 동두천시,http://www.ddc.go.kr,2009-03-06,2009 연도
386,경기도 파주시,http://www.paju.go.kr,2009-03-06,2009 연도
387,해양경찰청,http://www.kcg.go.kr,2009-03-06,2009 연도
388,문화체육관광부 국립중앙도서관 기획연수부 정보화담,http://www.nl.go.kr,2009-03-27,2009 연도
389,전라남도나주교육청,http://www.najued.go.kr,2009-03-27,2009 연도
390,부여군농업기술센터,http://www.buyeonongup.go.kr,2009-03-27,2009 연도
391,경상남도교육청 마산도서관 사서과,http://www.masanlib.or.kr,2009-03-27,2009 연도
392,충청북도 보은군,http://www.boeun.go.kr,2009-03-27,2009 연도
393,강원도 강릉시 평생학습도시추진단,http://cyber.gn.go.kr,2009-03-27,2009 연도
394,전라남도교육청 전라남도장흥교육청 교육과,http://www.jnjhe.go.kr,2009-03-27,2009 연도
395,경상북도김천교육청,http://www.gimcheon-e.go.kr,2009-03-27,2009 연도
396,문화체육관광부,http://www.ktv.go.kr,2009-03-27,2009 연도
397,기상청 기상산업정보화국 자료관리서비스팀,http://203.247.66.1271,2009-03-27,2009 연도
398,경기도 광명시,http://www.gm.go.kr,2009-03-27,2009 연도
399,충청남도 청양군,http://council.cheongyang.go.kr,2009-03-27,2009 연도
400,국가정보원,http://www.nis.go.kr,2009-03-27,2009 연도
401,교육과학기술부 교육과학기술연수원 총무과,http://www.moe.go.kr,2009-03-27,2009 연도
402,인천광역시 경제자유구역청,http://www.ifez.go.kr,2009-04-03,2009 연도
403,서울특별시 마포구,http://www.mapo.go.kr,2009-04-03,2009 연도
404,전라북도장수교육청,http://www.jbjse.go.kr,2009-04-03,2009 연도
405,충청남도 금산군,http://www.geumsan.go.kr,2009-04-03,2009 연도
406,방송통신위원회,http://www.kcc.go.kr,2009-04-03,2009 연도
407,보건복지가족부 국립마산병원,http://www.mnth.go.kr,2009-04-10,2009 연도
408,보건복지가족부 국립의료원,http://www.najumh.go.kr,2009-04-10,2009 연도
409,보건복지가족부 국립의료원,http://www.sorokdo.go.kr,2009-04-10,2009 연도
410,대전광역시교육청,http://www.dje.go.kr(중복도메인),2009-04-10,2009 연도
411,전라북도완주교육청,http://www.jbwje.go.kr,2009-04-10,2009 연도
412,전라북도익산교육청,http://afterschool.jbise.kr,2009-04-10,2009 연도
413,농림수산식품부 국립수산과학원,http://www.nifs.go.kr,2009-04-10,2009 연도
414,전라남도 담양군,http://www.damyang.go.kr,2009-04-17,2009 연도
415,광주광역시 북구,http://bukgu.gwangju.kr,2009-04-17,2009 연도
416,전라북도 정읍시,http://www.jeongeup.go.kr,2009-04-17,2009 연도
417,광주광역시 북구 용봉동 전남대학교,http://arsam.jnu.ac.kr,2009-04-24,2009 연도
418,금융위원회 사무처 금융정책국 산업금융과,http://www.fsc.go.kr,2009-04-24,2009 연도
419,경북지방경찰청 예천경찰서,http://yecheon.gbpolice.go.kr,2009-04-30,2009 연도
420,문화재청 한국전통문화학교 교학처 교무과,http://www.nuch.ac.kr,2009-04-30,2009 연도
421,문화체육관광부 홍보지원국 홍보콘텐츠기획관 정책포털운영과,http://www.korea.kr,2009-05-04,2009 연도
422,충청남도농업기술원,http://www.cnnongup.net,2009-05-04,2009 연도
423,전라북도남원교육청,http://www.jbnwe.kr,2009-05-07,2009 연도
424,인천광역시 서구,http://www.seo.incheon.kr,2009-05-08,2009 연도
425,경상북도 칠곡군,http://www.chilgok.go.kr,2009-05-15,2009 연도
426,강원도 인제군,http://www.inje.go.kr,2009-05-15,2009 연도
427,전라남도 곡성군,http://www.gokseong.go.kr,2009-05-15,2009 연도
428,전라남도완도교육청,http://www.wded.go.kr,2009-05-21,2009 연도
429,통계청,http://www.index.go.kr,2009-05-22,2009 연도
430,충청북도 옥천군 의회사무과,http://www.oc.or.kr,2009-05-22,2009 연도
431,제주특별자치도교육청,http://www.jje.go.kr,2009-05-22,2009 연도
432,서천군농업기술센터,http://www.sc5959.go.kr,2009-05-22,2009 연도
433,충청남도예산교육청,http://www.cnyse.go.kr,2009-05-22,2009 연도
434,강원도 동해시,http://dh.go.kr,2009-05-22,2009 연도
435,강원도 원주시청,http://mail.iwonju.kr,2009-05-22,2009 연도
436,강원도 원주시,http://www.wonju.go.kr,2009-05-22,2009 연도
437,서울특별시교육청,http://everlearning.sen.go.kr,2009-05-22,2009 연도
438,경찰청 제주특별자치도지방경찰청,http://jcg.jjpolice.go.kr,2009-05-29,2009 연도
439,충청남도교육연구정보원,http://www.neis119.kr,2009-05-29,2009 연도
440,강원도 삼척시 총무사회국 총무과,http://www.sccl.go.kr,2009-05-29,2009 연도
441,충청북도교육청 충청북도괴산증평교육청,http://www.cbgje.go.kr,2009-05-29,2009 연도
442,충청남도교육청 충청남도서부평생학습관,http://real.csbl.or.kr,2009-05-29,2009 연도
443,보은도서관,http://www.boeunlib.or.kr,2009-05-29,2009 연도
444,경상남도 밀양시,http://www.miryang.go.kr,2009-05-29,2009 연도
445,전라남도 소방본부 소방행정과,http://yeonggwang.jnsobang.go.kr,2009-05-29,2009 연도
446,전라남도 소방본부 소방행정과,http://yeongam.jnsobang.go.kr,2009-05-29,2009 연도
447,전라남도 소방본부 소방행정과,http://haenam.jnsobang.go.kr,2009-05-29,2009 연도
448,전라남도 소방본부 소방행정과,http://bosung.jnsobang.go.kr,2009-05-29,2009 연도
449,전라남도 소방본부 소방행정과,http://damyang.jnsobang.go.kr,2009-05-29,2009 연도
450,전라남도 소방본부 소방행정과,http://gwangyang.jnsobang.go.kr,2009-05-29,2009 연도
451,전라남도 소방본부 소방행정과,http://naju.jnsobang.go.kr,2009-05-29,2009 연도
452,전라남도 소방본부 소방행정과,http://suncheon.jnsobang.go.kr,2009-05-29,2009 연도
453,전라남도 소방본부 소방행정과,http://yeosu.jnsobang.go.kr,2009-05-29,2009 연도
454,전라남도 소방본부 소방행정과,http://mokpo.jnsobang.go.kr,2009-05-29,2009 연도
455,전라남도여수교육청,http://www.yeosuedu.go.kr,2009-05-29,2009 연도
456,태안군농업기술센터,http://www.taeannongup.com,2009-05-29,2009 연도
457,아산시농업기술센터,http://www.asancenter.com,2009-05-29,2009 연도
458,보령시농업기술센터,http://www.boryeong-atc.com,2009-05-29,2009 연도
459,울산광역시농수산물도매시장관리사무소,http://www.ulsanmarket.or.kr,2009-05-29,2009 연도
460,충청북도교육청 충청북도청주교육청,http://cbcje.go.kr,2009-05-29,2009 연도
461,충청남도부여교육청,http://www.cnbye.go.kr,2009-05-29,2009 연도
462,군산시청,http://uprbank.kr,2009-05-29,2009 연도
463,인권국,http://www.hr.go.kr,2009-05-29,2009 연도
464,연제구청,http://www.yjedu.kr,2009-05-29,2009 연도
465,충청북도교육청 중앙도서관 사서과,http://www.cbjalib.go.kr,2009-05-29,2009 연도
466,울산광역시 상수도사업본부,http://water.ulsan.go.kr,2009-05-29,2009 연도
467,제주서부경찰서,http://sb.jjpolice.go.kr,2009-05-29,2009 연도
468,교정본부,http://www.corrections.go.kr,2009-05-29,2009 연도
469,전라북도진안교육청,http://www.jbjae.kr,2009-05-29,2009 연도
470,경찰청 제주특별자치도지방경찰청 제주동부경찰서,http://db.jjpolice.go.kr,2009-05-29,2009 연도
471,경상북도 예천군 행정지원과,http://child.ycg.kr,2009-05-29,2009 연도
472,경상북도 예천군 행정지원과,http://tour.ycg.kr,2009-05-29,2009 연도
473,문화재청,http://700.cha.go.kr,2009-05-29,2009 연도
474,대구광역시 상수도사업본부,http://www.dgwater.go.kr,2009-05-29,2009 연도
475,경상남도 경남도립미술관,http://www.gam.go.kr,2009-05-29,2009 연도
476,전북지방경찰청 순창경찰서,http://sc.jbpolice.go.kr,2009-05-29,2009 연도
477,인천남동경찰서,http://nd.icpolice.go.kr,2009-05-29,2009 연도
478,경기도 의정부시,http://www.ui4u.go.kr,2009-05-29,2009 연도
479,경기도 안양시,http://www.anyang.go.kr,2009-05-29,2009 연도
480,대구광역시 남구,http://nam.daegu.kr,2009-05-29,2009 연도
481,충청북도교육청 충청북도옥천교육청 교육과,http://www.cboce.go.kr,2009-06-01,2009 연도
482,경상북도봉화교육청,http://www.bonghwa-ed.go.kr,2009-06-01,2009 연도
483,경찰청 강원도지방경찰청,http://www.gwpolice.go.kr,2009-06-02,2009 연도
484,통계청 통계정보국 정보서비스과,http://kosis.kr,2009-06-02,2009 연도
485,인천남부경찰서,http://nb.icpolice.go.kr,2009-06-02,2009 연도
486,부산광역시교육청,http://www.pen.go.kr,2009-06-03,2009 연도
487,부산광역시 연제구,http://www.yeonje.go.kr,2009-06-03,2009 연도
488,대전광역시 서구,http://www.seogu.go.kr,2009-06-03,2009 연도
489,충청북도 증평군 행정과,http://tour.jp.go.kr,2009-06-03,2009 연도
490,문화체육관광부,http://www.culture.go.kr,2009-06-03,2009 연도
491,경상남도 남해군,http://www.namhae.go.kr,2009-06-03,2009 연도
492,문화재청,http://jm.cha.go.kr,2009-06-03,2009 연도
493,전라남도 보성군,http://www.boseong.go.kr,2009-06-03,2009 연도
494,국립국어원,http://www.korean.go.kr,2009-06-03,2009 연도
495,경상북도 안동시 정보통신실,http://learning.eandong.net,2009-06-03,2009 연도
496,안동시청,http://photo.andong.go.kr,2009-06-03,2009 연도
497,장흥군청,http://travel.jangheung.go.kr,2009-06-04,2009 연도
498,행정안전부 지방행정국 자치제도기획관 지방공무원과,https://152.99.104.208,2009-06-05,2009 연도
499,서울특별시 성북구,http://www.seongbuk.go.kr,2009-06-05,2009 연도
500,문화체육관광부 국립중앙도서관 자료관리부 국립디지털도서관준비기획단,http://www.dibrary.net,2009-06-05,2009 연도
501,문화체육관광부 도서관정보정책기획단 도서관정책과,http://www.clip.go.kr,2009-06-05,2009 연도
502,서울특별시 동작교육청,http://www.djedu.go.kr,2009-06-05,2009 연도
503,서울특별시강서교육청,http://www.sengs.go.kr,2009-06-05,2009 연도
504,전라남도교육청 전라남도화순교육청 교육과,http://www.hsed.or.kr,2009-06-05,2009 연도
505,국토해양부 인천지방해양항만청,http://www.portincheon.go.kr,2009-06-05,2009 연도
506,경상남도 창녕군,http://www.cng.go.kr,2009-06-05,2009 연도
507,부산광역시교육청,http://bukbu.pen.go.kr,2009-06-05,2009 연도
508,울산광역시 동구,http://www.donggu-council.ulsan.kr,2009-06-05,2009 연도
509,서울특별시 도봉구,http://www.dobong.go.kr,2009-06-05,2009 연도
510,울산광역시 중구 기획감사실,http://happynet.junggu.ulsan.kr,2009-06-05,2009 연도
511,경상북도 영주시,http://www.yeongju.go.kr,2009-06-05,2009 연도
512,경기도 김포시,http://www.gimpo.go.kr,2009-06-05,2009 연도
513,대구광역시 북구 문화예술회관,http://www.bukarts.org,2009-06-08,2009 연도
514,대구광역시 달성군,http://www.dalseong.daegu.kr,2009-06-08,2009 연도
515,영천교육청,http://www.y1000-e.go.kr,2009-06-08,2009 연도
516,경상북도영주교육청,http://www.yeongju-ed.go.kr,2009-06-08,2009 연도
517,대구광역시 북구,http://buk.daegu.kr,2009-06-08,2009 연도
518,경기도 수원시 팔달구 총무과,http://paldal.suwon.go.kr,2009-06-08,2009 연도
519,전라남도 화순군,https://www.hwasun.go.kr,2009-06-08,2009 연도
520,부산대학교,http://www.pusan.ac.kr,2009-06-08,2009 연도
521,강원도 영월군,http://yw.go.kr,2009-06-08,2009 연도
522,대구광역시남부교육청,http://www.dgnbe.go.kr,2009-06-08,2009 연도
523,경상북도교육청 경상북도고령교육청,http://www.kbgre.go.kr,2009-06-08,2009 연도
524,경찰청 경찰종합학교 운영지원과,http://www.pti.go.kr,2009-06-08,2009 연도
525,인천광역시 강화군,http://council.ganghwa.incheon.kr,2009-06-09,2009 연도
526,부산광역시 수영구 총무국 총무과,http://sso.suyeong.go.kr,2009-06-09,2009 연도
527,부산광역시 중구,http://www.bsjunggu.go.kr,2009-06-09,2009 연도
528,경상남도함안교육청 함안도서관,http://www.hamanlib.or.kr,2009-06-09,2009 연도
529,경상북도의성교육청,http://www.kbused.go.kr,2009-06-09,2009 연도
530,강원도 양양군,http://www.yangyang.go.kr,2009-06-09,2009 연도
531,창원시 시립도서관,http://www.cwcl.or.kr,2009-06-09,2009 연도
532,경상북도 예천군 행정지원과,http://city.ycg.kr,2009-06-09,2009 연도
533,충청남도 논산시,http://www.nonsan.go.kr,2009-06-09,2009 연도
534,소방방재청 중앙119구조대,http://www.rescue.go.kr,2009-06-09,2009 연도
535,대구광역시 중구,http://www.jung.daegu.kr,2009-06-09,2009 연도
536,경상남도 통영시 공보정보담당관,http://www.utour.go.kr,2009-06-10,2009 연도
537,경상남도 여성능력개발센터,http://women.gsnd.net,2009-06-10,2009 연도
538,전라북도 군산시 정보통신담당관,http://www.geis.kr,2009-06-10,2009 연도
539,경상남도 합천군 의회사무과,http://www.hccl.go.kr,2009-06-10,2009 연도
540,경상남도교육청 교육국 평생직업교육과,http://www.gne.go.kr,2009-06-10,2009 연도
541,서산시농업기술센터,http://www.ss5959.kr,2009-06-10,2009 연도
542,경상남도하동교육청,http://www.gnhde.go.kr,2009-06-10,2009 연도
543,부산광역시 북구,http://www.bsbukgu.go.kr,2009-06-10,2009 연도
544,경상남도양산교육청,http://www.eduys.or.kr,2009-06-10,2009 연도
